wave,flux
1216.0,0.9999999999999996
1216.066813186813,0.9999999999999996
1216.1336263736264,0.9999999999999994
1216.2004395604397,0.9999999999999994
1216.2672527472528,0.9999999999999994
1216.334065934066,0.9999999999999994
1216.4008791208792,0.9999999999999994
1216.4676923076925,0.9999999999999993
1216.5345054945055,0.9999999999999992
1216.6013186813188,0.9999999999999992
1216.668131868132,0.9999999999999992
1216.734945054945,0.9999999999999991
1216.8017582417583,0.9999999999999991
1216.8685714285714,0.9999999999999991
1216.9353846153847,0.9999999999999991
1217.002197802198,0.9999999999999991
1217.0690109890108,0.9999999999999989
1217.1358241758244,0.9999999999999989
1217.2026373626372,0.9999999999999988
1217.2694505494508,0.9999999999999988
1217.3362637362638,0.9999999999999987
1217.403076923077,0.9999999999999986
1217.4698901098902,0.9999999999999986
1217.5367032967033,0.9999999999999982
1217.6035164835166,0.999999999999998
1217.6703296703297,0.9999999999999979
1217.7371428571428,0.9999999999999974
1217.803956043956,0.9999999999999969
1217.8707692307692,0.999999999999996
1217.9375824175827,0.9999999999999946
1218.0043956043955,0.9999999999956792
1218.0712087912086,0.9999727190468478
1218.138021978022,0.9575148865752056
1218.2048351648352,0.9827728580117044
1218.2716483516485,0.9999584496708009
1218.3384615384616,0.8873834633400713
1218.4052747252747,0.9719479085342777
1218.472087912088,0.999999462443814
1218.538901098901,0.9999999999999859
1218.6057142857144,0.9999999999999856
1218.6725274725275,0.9999999999998201
1218.7393406593405,0.9999999999960223
1218.8061538461538,0.9999999999264086
1218.8729670329672,0.9999999988970106
1218.9397802197802,0.9999999866228941
1219.0065934065935,0.9999998687270957
1219.0734065934066,0.9999989576625102
1219.14021978022,0.9999933032979993
1219.207032967033,0.9999651879915786
1219.2738461538463,0.9998535803307048
1219.3406593406594,0.999501760735003
1219.4074725274725,0.9986285388888839
1219.4742857142858,0.9969453758878244
1219.5410989010988,0.8834609885899898
1219.6079120879122,0.9666557906476198
1219.6747252747255,0.9905514066552417
1219.7415384615383,0.9909739827829568
1219.8083516483518,0.993017668978424
1219.8751648351647,0.9956283246001741
1219.9419780219782,0.9977858045635896
1220.0087912087913,0.9990761085368308
1220.0756043956044,0.7798457395395982
1220.1424175824177,0.9250217560344373
1220.2092307692308,0.999918030842825
1220.276043956044,0.9999913244942314
1220.3428571428572,0.9999448932395734
1220.4096703296702,0.9995937462594311
1220.4764835164835,0.9977212572352069
1220.5432967032966,0.9903673487604425
1220.6101098901102,0.9694406220464746
1220.676923076923,0.8117618493943247
1220.743736263736,0.7818120671862353
1220.8105494505494,0.8105740636261239
1220.8773626373627,0.36167106004416694
1220.944175824176,0.10123634554611233
1221.010989010989,0.6421235029199422
1221.0778021978022,0.9551921920933971
1221.1446153846155,0.9857063992054749
1221.2114285714285,0.9963014356952364
1221.2782417582418,0.9992795180667478
1221.345054945055,0.999894075272439
1221.411868131868,0.9999882359377048
1221.4786813186813,0.9999932483641809
1221.5454945054946,0.9818044592631584
1221.6123076923077,0.9683447806751287
1221.679120879121,0.9999690147825054
1221.745934065934,0.9999999999805991
1221.8127472527474,0.9999999999999246
1221.8795604395605,0.9999999999999865
1221.9463736263738,0.9999991368446317
1222.0131868131868,0.9748918047029541
1222.08,0.9999982246362542
1222.1468131868132,0.9999999999999919
1222.2136263736263,0.9999999999999934
1222.2804395604396,0.9999999999999943
1222.347252747253,0.9999999999999949
1222.4140659340658,0.9999999999999954
1222.4808791208793,0.9999999999999958
1222.5476923076922,0.9999999999999961
1222.6145054945057,0.9999999999999963
1222.6813186813188,0.9999999999999969
1222.7481318681316,0.999999999999997
1222.8149450549452,0.9999999999999971
1222.8817582417582,0.9999999999999973
1222.9485714285715,0.9999999999999977
1223.0153846153846,0.9999999999999977
1223.0821978021977,0.9999999999999978
1223.1490109890112,0.9999999999999979
1223.215824175824,0.9999999999999979
1223.2826373626376,0.9999999999999981
1223.3494505494505,0.999999999999998
1223.4162637362635,0.9999999999999981
1223.4830769230769,0.9999999999999981
1223.5498901098902,0.9999999999999981
1223.6167032967032,0.999999999999998
1223.6835164835165,0.9999999999999978
1223.7503296703296,0.9999999999998952
1223.817142857143,0.9999720380176714
1223.883956043956,0.9820015017697271
1223.9507692307693,0.9999720357487931
1224.0175824175824,0.9999999999998955
1224.0843956043957,0.9999999999999983
1224.1512087912088,0.9999999999999986
1224.2180219780219,0.9999999999999987
1224.2848351648352,0.9999999999999989
1224.3516483516485,0.9999999999999989
1224.4184615384618,0.9999999999999989
1224.4852747252748,0.9999999999999989
1224.552087912088,0.999999999999999
1224.6189010989012,0.999999999999999
1224.6857142857143,0.999999999999999
1224.7525274725276,0.9999999999999991
1224.8193406593407,0.9999999999999991
1224.8861538461538,0.9999999999999991
1224.952967032967,0.9999999999999991
1225.0197802197804,0.999999999999999
1225.0865934065935,0.999999999999999
1225.1534065934068,0.999999999999999
1225.2202197802198,0.999999999999999
1225.2870329670332,0.999999999999999
1225.3538461538462,0.999999999999999
1225.4206593406595,0.9999999999999991
1225.4874725274726,0.9999999999999991
1225.5542857142857,0.9999999999999991
1225.621098901099,0.999999999999999
1225.687912087912,0.999999999999999
1225.7547252747254,0.9999999999999989
1225.8215384615387,0.9999999999999989
1225.8883516483515,0.9999999999999988
1225.955164835165,0.9999999999999988
1226.021978021978,0.9999999999999987
1226.0887912087915,0.9999999999999986
1226.1556043956043,0.9999999999999986
1226.2224175824176,0.9999999999999987
1226.2892307692307,0.9999999999999988
1226.356043956044,0.9999999999999987
1226.4228571428573,0.9999999999999986
1226.4896703296704,0.9999999999999984
1226.5564835164835,0.9999999999999983
1226.6232967032968,0.9999999999999982
1226.6901098901099,0.999999999999998
1226.7569230769232,0.9999999999999979
1226.8237362637362,0.9999999999999976
1226.8905494505493,0.9999999999999971
1226.9573626373626,0.9999999999999968
1227.024175824176,0.999999999999996
1227.0909890109892,0.9999999999999943
1227.1578021978023,0.9999999989606438
1227.2246153846154,0.9999595321936338
1227.2914285714287,0.985915445702884
1227.3582417582418,0.9562218002335892
1227.425054945055,0.9655937043933525
1227.4918681318682,0.9498331338052223
1227.5586813186812,0.9999715575291875
1227.6254945054945,0.9999809423647716
1227.6923076923078,0.9941140871227007
1227.759120879121,0.8637104210443355
1227.8259340659342,0.7472324059293445
1227.8927472527473,0.9546313078481385
1227.9595604395606,0.9994073683424096
1228.0263736263737,0.9999993935421446
1228.093186813187,0.9999999999502747
1228.16,0.9999999999999903
1228.2268131868132,0.9999999999999928
1228.2936263736265,0.999999999999994
1228.3604395604395,0.9999999999999948
1228.4272527472529,0.9999999999999952
1228.4940659340662,0.9999999999999957
1228.560879120879,0.9999999999999959
1228.6276923076925,0.9999999999999959
1228.6945054945054,0.9999999999999959
1228.761318681319,0.999999999999996
1228.8281318681318,0.9999999999999958
1228.894945054945,0.9999999999999956
1228.9617582417582,0.9999999999999953
1229.0285714285715,0.9999999999999951
1229.0953846153848,0.9999999999999946
1229.1621978021979,0.9999999999999937
1229.229010989011,0.9999999999999785
1229.2958241758242,0.9999999999996351
1229.3626373626373,0.9999999999929055
1229.4294505494506,0.9999999998811453
1229.4962637362637,0.999999998310629
1229.5630769230768,0.9999999796444263
1229.62989010989,0.9999997920937808
1229.6967032967034,0.9999981999882345
1229.7635164835167,0.9999867899352402
1229.8303296703298,0.9999178238281874
1229.8971428571429,0.9995667391564724
1229.9639560439562,0.998064796609141
1230.0307692307692,0.9926872308241611
1230.0975824175825,0.976702081010944
1230.1643956043956,0.9378359654436851
1230.2312087912087,0.8623315811579194
1230.298021978022,0.748450794259308
1230.3648351648353,0.6184901353314801
1230.4316483516484,0.5089690435388051
1230.4984615384617,0.4472212519027455
1230.5652747252748,0.4436394369507863
1230.632087912088,0.4986665235897367
1230.6989010989012,0.6035265516121868
1230.7657142857145,0.7329808570938265
1230.8325274725275,0.8504570450242525
1230.8993406593406,0.930904774027469
1230.966153846154,0.9735301304433334
1231.032967032967,0.9915160024069964
1231.0997802197803,0.9977088132437305
1231.1665934065936,0.9994766673749879
1231.2334065934065,0.999898742704671
1231.30021978022,0.9999833955155749
1231.3670329670329,0.999997692014673
1231.4338461538464,0.9999997280670093
1231.5006593406592,0.9999999728409615
1231.5674725274725,0.9999999977007045
1231.6342857142859,0.9999990018021478
1231.701098901099,0.9823755930144547
1231.7679120879122,0.9469533639710399
1231.8347252747253,0.9999712559368367
1231.9015384615384,0.9999999999973795
1231.9683516483517,0.999999999999992
1232.0351648351648,0.9999999999999937
1232.101978021978,0.9999999999999946
1232.1687912087912,0.9999999999999951
1232.2356043956042,0.9999999999999954
1232.3024175824175,0.9999999999999959
1232.3692307692309,0.999999999999996
1232.4360439560442,0.9999999999999961
1232.5028571428572,0.9999999999999964
1232.5696703296703,0.9999999999999964
1232.6364835164836,0.9999999999999964
1232.7032967032967,0.999999999999996
1232.77010989011,0.9999999999999566
1232.836923076923,0.9999999999975439
1232.9037362637362,0.9999999998905282
1232.9705494505495,0.9999999964689686
1233.0373626373628,0.9999999176908515
1233.1041758241759,0.9999986134755197
1233.1709890109892,0.9999831213923692
1233.2378021978022,0.9998515250517712
1233.3046153846155,0.9990564643728108
1233.3714285714286,0.9956725463657765
1233.438241758242,0.9857046687404274
1233.505054945055,0.9660442658973659
1233.571868131868,0.941861982409369
1233.6386813186814,0.9276983307259526
1233.7054945054945,0.9343031506406262
1233.7723076923078,0.9565085283228222
